Word                Count
sobs                 4
soft                 1
softly               1
soldier              1
soldiers            10
solemn               3
solemnly             4
soles                1
solicit              2
solicitation         1
solid                1
some                55
somebody             7
somehow              1
somersault           2
something           18
sometimes            4
somewhere            3
son                  1
song                 7
soo                  7
soon                25
sooner               2
soothing             1
sorrow               2
sorrowful            2
sorrows              1
sorry                1
sort                17
sorts                3
sound                4
sounded              5
sounds               4
soup                18
sour                 1
spades               1
speak               15
speaker              1
speaking             5
special              1
specified            2
spectacles           3
speech               3
speed                1
spell                1
spirited             1
spite                1
splash               1
splashed             1
splashing            2
splendidly           1
spoke               17
spoken               1
spoon                1
spot                 1
sprawling            1
spread               2
spreading            1
spreads              1
squeaked             1
squeaking            2
squeeze              1
squeezed             1
srna                 2
staff                1
stairs               4
stalk                1
stamping             2
stand                6
standing             1
star                 1
staring              3
start                3
started              2
startled             2
state                6
statements           1
states              19
state’s              1
station              1
status               4
stay                 6
stays                1
steady               1
steam                1
steer                1
sternly              1
stick                4
sticks               1
stiff                1
stigand              1
still               14
stingy               1
stir                 1
stirring             2
stockings            1
stole                5
stolen               1
stood                8
stool                1
stoop                2
stop                 6
stopped              3
stopping             1
stored               1
stories              1
story               11
straight             2
straightened         1
straightening        1
strange              5
street               1
strength             1
stretched            2
stretching           2
strict               1
strings              1
strove               1
struck               2
stuff                4
stupid               6
stupidest            1
stupidly             1
subdued              1
subject              8
subjects             1
submitted            1
subscribe            1
succeeded            3
such                51
sudden               6
suddenly            13
suet                 1
sugar                2
suit                 3
sulkily              2
sulky                3
summer               2
sun                  3
supple               1
support              4
suppose             14
suppress             1
suppressed           4
sure                24
surprise             5
surprised            7
survive              1
swallow              1
swallowed            1
swallowing           1
swam                 5
swamp                1
sweet                1
swim                 5
swimming             2
synonymous           1
t                   218
table               18
tail                 9
tails                3
take                23
taken                4
takes                3
taking               5
tale                 9
tales                1
talk                14
talking             17
taller               2
tart                 1
tarts               10
taste                4
tasted               3
tastes               1
taught               4
tavistock            1
tax                  6
taxes                1
tea                 21
teaching             1
teacup               3
teacups              2
team                 2
teapot               1
tears               14
teases               1
teaspoon             1
teeth                1
telescope            3
telescopes           1
tell                32
telling              2
tells                2
temper               5
tempered             2
ten                  6
tenniel              1
terms               23
terribly             1
terrier              1
terror               1
tertia               1
text                 4
texts                1
than                28
thank                4
thanked              1
that                339
thatched             1
the                 1874
their               52
theirs               1
them                90
themselves           3
then                95
there               103
therefore            1
these               17
they                157
thick                1
thimble              4
thin                 1
thing               50
things              33
think               52
thinking            11
thirteen             1
this                185
thistle              2
thoroughly           2
those               11
though              11
thought             73
thoughtfully         4
thoughts             2
thousand             2
three               30
threw                2
throat               2
throne               1
through             18
throw                3
throwing             2
thrown               1
thump                2
thunder              1
thunderstorm         1
thus                 3
tide                 1
tidy                 1
tie                  1
tied                 2
tight                1
till                22
tillie               1
time                73
times                6
timid                3
timidly              9
tiniest              1
tinkling             1
tiny                 4
tipped               1
tiptoe               2
tired                8
tis                  6
title                1
tittered             1
to                  840
toast                1
toes                 3
together            10
told                 6
tone                41
tones                2
tongue               4
tongues              1
too                 28
took                24
top                  7
tops                 1
topsy                1
tortoise             3
toss                 1
tossing              3
touch                1
tougher              1
towards              1
toys                 1
trademark           14
tragic               1
trampled             1
transcribe           1
transcriber          1
transcription        1
traps                1
tray                 1
treacle              7
treading             2
treat                1
treated              1
treatment            1
tree                 8
trees                8
tremble              1
trembled             2
trembling            6
tremulous            1
trial               10
trials               1
trickling            1
tricks               1
tried               19
trims                1
triumphantly         2
trot                 1
trotting             2
trouble              6
true                 5
trumpet              3
trusts               1
truth                2
truthful             1
try                 11
trying              14
tucked               3
tulip                1
tumbled              1
tumbling             2
tunnel               1
tureen               1
turkey               1
turn                13
turned              18
turning             12
turns                3
turtle              62
turtles              2
turvy                1
tut                  2
twelfth              1
twelve               4
twentieth            1
twenty               3
twice                5
twined               1
twinkle              8
twinkled             1
twinkling            4
twist                2
two                 42
type                 1
types                2
u                    7
ugh                  2
uglification         2
uglify               1
uglifying            1
ugly                 2
un                   2
unable               1
uncivil              1
uncomfortable        4
uncomfortably        1
uncommon             1
uncommonly           1
uncorked             1
under               22
underneath           2
understand           7
understood           1
undertone            2
undo                 1
undoing              1
uneasily             2
uneasy               1
unenforceability     1
unfolded             2
unfortunate          3
unhappy              2
uniform              1
unimportant          3
united              15
university           2
unjust               1
unless               5
unlink               1
unlocking            1
unpleasant           2
unprotected          1
unrolled             2
unsolicited          1
until                5
untwist              1
unusually            3
unwillingly          1
up                  106
updated              2
upon                30
upright              1
upset                3
upsetting            1
us                  15
use                 32
used                16
useful               2
user                 3
using                8
usual                5
usually              2
usurpation           1
ut                   1
v                    2
vague                1
vain                 1
van                  1
vanilla              2
vanished             4
vanishing            1
variations           1
variety              1
various              1
ve                  45
vegetable            1
velvet               1
venture              3
ventured             5
verdict              4
verse                4
verses               4
version              1
very                147
vi                   2
viewed               1
viewing              1
vii                  2
viii                 2
vinegar              1
violates             1
violence             1
violent              2
violently            6
virus                1
visit                3
voice               48
voices               4
void                 1
volunteer            1
volunteers           5
vote                 1
vulgar               1
w                    1
wag                  1
wags                 1
waist                1
waistcoat            2
wait                 1
waited              11
waiting              9
wake                 2
walk                 5
walked              10
walking              5
walks                1
walrus               1
wander               1
wandered             2
wandering            2
wanderings           1
want                10
wanted               4
wants                2
warning              1
warranties           3
warranty             2
was                 362
wash                 2
washing              3
wasn                11
wast                 1
wasting              2
watch                9
watched              2
watching             3
water                5
waters               1
waving               5
way                 59
ways                 1
we                  45
weak                 3
wearily              1
weary                1
weather              1
web                  1
website              4
week                 3
weeks                1
welcomes             1
well                63
wells                1
went                81
wept                 1
were                85
weren                1
west                 1
wet                  2
what                149
whatever             3
whatsoever           2
wheels               1
when                80
whenever             2
where               21
whereupon            1
wherever             2
whether             11
which               57
while               28
whiles               1
whilst               1
whiskers             3
whisper              3
whispered            5
whispers             1
whistle              1
whistling            1
white               30
whiting              8
who                 71
whoever              1
whole               15
whom                 2
whose                2
why                 44
wide                 2
wider                1
widespread           1
widest               2
wife                 1
wig                  2
wild                 3
wildly               2
will                44
william              9
win                  1
wind                 2
window               8
wine                 2
wings                1
wink                 2
winkle               1
winter               1
wise                 2
wish                22
with                242
wither               1
within               6
without             34
witness             10
wits                 1
woke                 1
woman                2
won                 29
wonder              18
wondered             1
wonderful            2
wondering            8
wonderland          10
wonders              1
wont                 1
wood                 8
wooden               1
word                13
words               21
wore                 1
work                53
works               33
world                9
worm                 1
worried              1
worry                1
worse                3
worth                4
would               85
wouldn              12
wow                  6
wrapping             1
wreath               1
wretched             2
wriggling            1
wrinkle              1
write                6
writhing             1
writing              9
written              9
wrong                5
wrote                3
www                 11
x                    2
xi                   2
xii                  2
yard                 1
yards                1
yawned               2
yawning              2
ye                   1
year                 2
years                3
yelled               1
yelp                 1
yer                  5
yes                 13
yesterday            3
yet                 26
york                 1
you                 489
young                5
your                72
yours                3
yourself            10
youth                6
zealand              1
zigzag               1
‘as                  1
“defects             1
“information         1
“plain               2
“project             5
“right               1
“the                 1
”                    2
•                    4
